epoch,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,pos_x,pos_y,pos_z,deflection
1567333252.050000,0.018573,0.080605,0.110480,0.009399,-0.004811,0.094569,-0.052161,-0.004158,-0.049900,0.072185
1567333252.083000,0.250506,-0.108298,0.266080,0.013805,-0.005281,0.100844,-0.051749,-0.004333,-0.046664,0.069682
1567333252.116000,0.166666,0.152532,-0.037761,0.020654,-0.004563,0.104678,-0.051153,-0.004504,-0.043258,0.066992
1567333252.149000,0.111560,-0.177587,0.192078,0.025209,-0.004989,0.107295,-0.050371,-0.004671,-0.039743,0.064162
1567333252.182000,0.106665,-0.053069,0.156254,0.028774,-0.008806,0.113116,-0.049455,-0.004908,-0.036086,0.061221
1567333252.215000,-0.039347,0.148039,-0.025590,0.029849,-0.007249,0.115350,-0.048464,-0.005183,-0.032293,0.058237
1567333252.248000,0.151991,-0.170213,0.249654,0.031671,-0.007625,0.119129,-0.047426,-0.005438,-0.028397,0.055278
1567333252.281000,0.075313,0.002162,0.177940,0.035384,-0.010408,0.126270,-0.046298,-0.005746,-0.024319,0.052296
1567333252.314000,0.096801,0.014199,0.010512,0.038187,-0.010147,0.129468,-0.045064,-0.006095,-0.020066,0.049330
1567333252.347000,0.278530,-0.141262,0.161310,0.044343,-0.012252,0.132396,-0.043683,-0.006475,-0.015710,0.046422
1567333252.380000,-0.068515,0.088580,-0.063487,0.047771,-0.013129,0.134106,-0.042145,-0.006905,-0.011274,0.043627
1567333252.413000,0.082128,-0.095614,0.106433,0.047958,-0.013253,0.134914,-0.040549,-0.007351,-0.006794,0.041114
1567333252.446000,0.031834,0.241808,-0.096889,0.049801,-0.010847,0.135174,-0.038920,-0.007760,-0.002292,0.038987
1567333252.479000,0.093924,-0.033294,0.104215,0.051839,-0.007413,0.135401,-0.037228,-0.008073,0.002220,0.037294
1567333252.512000,0.065206,0.210866,-0.168539,0.054428,-0.004488,0.134449,-0.035461,-0.008281,0.006723,0.036092
1567333252.545000,0.010010,0.146314,-0.149350,0.055632,0.001400,0.129316,-0.033632,-0.008344,0.011129,0.035425
1567333252.578000,0.143985,-0.202926,0.061361,0.058136,0.000462,0.127980,-0.031743,-0.008326,0.015430,0.035295
1567333252.611000,-0.014082,0.139301,-0.130002,0.060243,-0.000592,0.126965,-0.029779,-0.008341,0.019697,0.035703
1567333252.644000,-0.045250,0.072395,-0.058155,0.059229,0.002898,0.123982,-0.027798,-0.008315,0.023900,0.036659
1567333252.677000,0.162864,-0.157302,0.035166,0.061134,0.001495,0.123726,-0.025803,-0.008256,0.028052,0.038115
1567333252.710000,0.052753,0.216110,-0.271037,0.064656,0.002463,0.119961,-0.023719,-0.008204,0.032142,0.039946
1567333252.743000,0.033452,-0.003976,-0.105837,0.066044,0.005962,0.113872,-0.021555,-0.008078,0.036071,0.042021
1567333252.776000,-0.016838,0.146825,-0.206300,0.066284,0.008319,0.108853,-0.019365,-0.007856,0.039821,0.044280
1567333252.809000,0.038098,-0.073262,0.040193,0.066602,0.009533,0.106246,-0.017167,-0.007575,0.043447,0.046716
1567333252.842000,-0.009838,0.051257,-0.105680,0.067035,0.009171,0.105301,-0.014957,-0.007280,0.047018,0.049339
1567333252.875000,-0.072091,0.022596,-0.103278,0.065651,0.010391,0.101992,-0.012763,-0.006971,0.050521,0.052108
1567333252.908000,-0.072171,0.022669,-0.103233,0.063240,0.011141,0.098724,-0.010633,-0.006630,0.053919,0.054957
1567333252.941000,0.001889,0.018033,-0.100837,0.062049,0.011815,0.095499,-0.008563,-0.006266,0.057212,0.057849
1567333252.974000,-0.029278,0.125782,-0.251525,0.061567,0.014192,0.089828,-0.006521,-0.005851,0.060361,0.060713
1567333253.007000,0.078320,-0.103916,-0.024170,0.062347,0.014557,0.085424,-0.004474,-0.005391,0.063347,0.063505
1567333253.040000,-0.015119,0.056494,-0.272930,0.063361,0.013780,0.080669,-0.002399,-0.004939,0.066185,0.066228
1567333253.073000,-0.055798,0.082847,-0.294474,0.062164,0.016085,0.071454,-0.000327,-0.004461,0.068795,0.068796
1567333253.106000,0.106814,-0.161072,-0.012112,0.062978,0.014801,0.066545,0.001739,-0.003966,0.071174,0.071196
1567333253.139000,-0.082339,0.135649,-0.275298,0.063356,0.014389,0.061952,0.003823,-0.003499,0.073400,0.073499
1567333253.172000,0.025258,-0.053255,-0.074240,0.062389,0.015757,0.056336,0.005898,-0.003017,0.075459,0.075689
1567333253.205000,0.075484,-0.127422,-0.052745,0.064027,0.012785,0.054392,0.007983,-0.002561,0.077397,0.077807
1567333253.238000,0.108843,-0.163245,-0.079011,0.067044,0.007998,0.052371,0.010145,-0.002234,0.079271,0.079918
1567333253.271000,0.022659,-0.062658,-0.200994,0.069191,0.004281,0.047903,0.012392,-0.002046,0.081041,0.081983
1567333253.304000,-0.106676,0.121676,-0.234525,0.067783,0.005266,0.040871,0.014651,-0.001904,0.082624,0.083913
1567333253.337000,0.063190,-0.273072,-0.002397,0.067044,0.002780,0.037115,0.016875,-0.001787,0.084031,0.085708
1567333253.370000,-0.092428,0.282150,-0.483412,0.066541,0.002942,0.029252,0.019078,-0.001708,0.085248,0.087357
1567333253.403000,-0.030338,0.074021,-0.268060,0.064496,0.008832,0.017006,0.021239,-0.001529,0.086136,0.088716
1567333253.436000,0.096376,-0.275325,-0.052712,0.065567,0.005525,0.011866,0.023384,-0.001307,0.086740,0.089837
1567333253.469000,-0.107101,0.090921,-0.361336,0.065371,0.002497,0.005187,0.025543,-0.001190,0.087151,0.090817
1567333253.502000,-0.040209,-0.052584,-0.114908,0.062923,0.003145,-0.002519,0.027659,-0.001113,0.087326,0.091602
1567333253.535000,-0.013918,-0.028592,-0.201027,0.062013,0.001822,-0.007580,0.029719,-0.001046,0.087293,0.092213
1567333253.568000,-0.100208,0.155639,-0.373350,0.060114,0.003935,-0.016907,0.031734,-0.000966,0.087024,0.092630
1567333253.601000,-0.049990,0.141384,-0.392496,0.057620,0.008854,-0.029393,0.033676,-0.000770,0.086398,0.092729
1567333253.634000,-0.150600,0.155763,-0.354277,0.054296,0.013775,-0.041566,0.035522,-0.000412,0.085366,0.092462
1567333253.667000,-0.035857,-0.155243,-0.050399,0.051205,0.013803,-0.048096,0.037263,0.000028,0.084027,0.091919
1567333253.700000,-0.145981,0.124796,-0.301679,0.048191,0.013320,-0.053759,0.038903,0.000461,0.082489,0.091203
1567333253.733000,-0.016923,-0.126391,-0.184527,0.045490,0.013315,-0.061637,0.040449,0.000885,0.080729,0.090296
1567333253.766000,0.002202,-0.056902,-0.119941,0.045234,0.010311,-0.066518,0.041947,0.001260,0.078760,0.089234
1567333253.799000,-0.127147,0.194401,-0.397513,0.043160,0.012602,-0.074914,0.043407,0.001624,0.076574,0.088021
1567333253.832000,0.045057,-0.209969,-0.009903,0.041794,0.012368,-0.081497,0.044811,0.002022,0.074141,0.086631
1567333253.865000,-0.043597,-0.011329,-0.206184,0.041806,0.008740,-0.084925,0.046193,0.002356,0.071545,0.085161
1567333253.898000,-0.232771,0.208884,-0.301949,0.037235,0.012023,-0.093174,0.047499,0.002684,0.068757,0.083569
1567333253.931000,0.059071,-0.214612,0.037796,0.034358,0.011953,-0.097399,0.048684,0.003066,0.065764,0.081823
1567333253.964000,-0.122849,0.031979,-0.129760,0.033294,0.008965,-0.098785,0.049804,0.003397,0.062680,0.080058
1567333253.997000,0.032580,-0.209703,0.030420,0.031794,0.006058,-0.100296,0.050882,0.003632,0.059549,0.078327
1567333254.030000,-0.273789,0.166039,-0.295028,0.027803,0.005364,-0.104536,0.051871,0.003807,0.056323,0.076569
1567333254.063000,-0.120815,-0.152138,0.054219,0.021282,0.005620,-0.108385,0.052686,0.003975,0.052965,0.074707
1567333254.096000,-0.061103,-0.247803,0.001587,0.018270,-0.000951,-0.107343,0.053344,0.004039,0.049561,0.072814
1567333254.129000,-0.183209,0.197269,-0.230606,0.014228,-0.001757,-0.111004,0.053887,0.003982,0.046114,0.070925
1567333254.162000,0.036839,-0.154450,0.049301,0.011802,-0.001021,-0.113880,0.054324,0.003924,0.042560,0.069010
1567333254.195000,-0.159505,0.171077,-0.316953,0.009767,-0.000718,-0.118184,0.054688,0.003883,0.038887,0.067104
1567333254.228000,-0.200317,0.128068,-0.221316,0.003819,0.004248,-0.126956,0.054920,0.003930,0.034999,0.065124
1567333254.261000,-0.083145,-0.245229,0.041817,-0.000870,0.002345,-0.129811,0.054978,0.004027,0.030919,0.063076
1567333254.294000,-0.236442,0.233376,-0.240596,-0.006155,0.002180,-0.132987,0.054872,0.004090,0.026740,0.061040
1567333254.327000,-0.193508,0.094651,-0.066020,-0.013261,0.007624,-0.137946,0.054561,0.004241,0.022426,0.058990
1567333254.360000,-0.174504,0.178437,-0.197706,-0.019346,0.012161,-0.142200,0.054034,0.004557,0.017960,0.056941
1567333254.393000,-0.031055,-0.278516,0.058263,-0.022751,0.010542,-0.144407,0.053351,0.004922,0.013386,0.055005
1567333254.426000,-0.119632,0.034940,-0.090195,-0.025251,0.006556,-0.144843,0.052571,0.005194,0.008769,0.053297
1567333254.459000,-0.189185,0.176189,-0.188345,-0.030361,0.010073,-0.149352,0.051666,0.005459,0.004069,0.051826
1567333254.492000,0.002117,-0.204276,0.139407,-0.033463,0.009643,-0.150075,0.050626,0.005775,-0.000718,0.050631
1567333254.525000,-0.079402,-0.084604,-0.025822,-0.034753,0.004910,-0.148120,0.049514,0.006006,-0.005485,0.049817
1567333254.558000,-0.045988,0.061348,-0.004332,-0.036839,0.004561,-0.148540,0.048347,0.006154,-0.010228,0.049417
1567333254.591000,0.083138,-0.158685,0.127188,-0.036243,0.002989,-0.146439,0.047156,0.006270,-0.014944,0.049467
1567333254.624000,-0.106060,0.145152,-0.164841,-0.036639,0.002801,-0.146989,0.045969,0.006358,-0.019635,0.049987
1567333254.657000,-0.067941,-0.058212,0.119860,-0.039529,0.004270,-0.147664,0.044728,0.006467,-0.024348,0.050926
1567333254.690000,-0.151817,0.169130,-0.045368,-0.043175,0.006136,-0.146371,0.043380,0.006631,-0.029053,0.052210
1567333254.723000,0.013199,-0.117986,0.200989,-0.045483,0.007015,-0.143742,0.041934,0.006842,-0.033694,0.053793
1567333254.756000,-0.084996,-0.106001,0.098035,-0.046690,0.003356,-0.138751,0.040430,0.007007,-0.038210,0.055629
1567333254.789000,-0.094735,0.152522,-0.009724,-0.049678,0.004160,-0.137239,0.038857,0.007125,-0.042621,0.057676
1567333254.822000,-0.027884,-0.184907,0.200744,-0.051726,0.003662,-0.134036,0.037202,0.007248,-0.046956,0.059907
1567333254.855000,-0.173936,0.066356,0.014044,-0.055081,0.001742,-0.130444,0.035458,0.007332,-0.051181,0.062264
1567333254.888000,-0.147783,-0.048465,0.114485,-0.060415,0.002074,-0.128279,0.033571,0.007391,-0.055313,0.064703
1567333254.921000,0.017232,-0.249487,0.336921,-0.062597,-0.002805,-0.120789,0.031560,0.007374,-0.059287,0.067164
1567333254.954000,-0.085768,0.162110,-0.067580,-0.063757,-0.004210,-0.116306,0.029494,0.007255,-0.063066,0.069621
1567333254.987000,-0.054810,-0.055587,0.114260,-0.066106,-0.002415,-0.115500,0.027370,0.007142,-0.066759,0.072152
1567333255.020000,-0.117210,0.099956,-0.007903,-0.068976,-0.001645,-0.113713,0.025161,0.007072,-0.070412,0.074772
1567333255.053000,-0.047907,-0.127355,0.185905,-0.071733,-0.002060,-0.110746,0.022858,0.007008,-0.073989,0.077439
1567333255.086000,-0.126978,0.049661,0.121213,-0.074652,-0.003305,-0.105651,0.020463,0.006917,-0.077435,0.080093
1567333255.119000,-0.162996,0.159795,0.118795,-0.079472,0.000189,-0.101666,0.017939,0.006864,-0.080734,0.082703
1567333255.152000,0.047426,-0.146464,0.274266,-0.081415,0.000446,-0.095159,0.015304,0.006873,-0.083862,0.085247
1567333255.185000,-0.060376,0.154994,0.006191,-0.081666,0.000624,-0.090512,0.012633,0.006889,-0.086808,0.087723
1567333255.218000,-0.084428,-0.148914,0.219037,-0.084095,0.000762,-0.086779,0.009917,0.006912,-0.089619,0.090166
1567333255.251000,0.049408,-0.053202,0.192701,-0.084713,-0.002535,-0.079970,0.007151,0.006882,-0.092259,0.092535
1567333255.284000,-0.084673,0.109488,0.025152,-0.085337,-0.001569,-0.076363,0.004365,0.006815,-0.094729,0.094829
1567333255.317000,0.108986,-0.156081,0.321853,-0.084979,-0.002301,-0.070628,0.001573,0.006751,-0.097048,0.097060
1567333255.350000,0.058657,-0.012517,0.240412,-0.082257,-0.005046,-0.061342,-0.001167,0.006631,-0.099121,0.099128
1567333255.383000,0.060893,0.083189,0.044139,-0.080330,-0.003843,-0.056641,-0.003832,0.006486,-0.100967,0.101040
1567333255.416000,-0.027679,0.025713,0.108725,-0.079829,-0.002009,-0.054114,-0.006456,0.006391,-0.102696,0.102899
1567333255.449000,-0.113994,0.013739,0.240294,-0.082215,-0.001321,-0.048353,-0.009112,0.006338,-0.104292,0.104689
1567333255.482000,0.094089,-0.134549,0.367061,-0.082593,-0.003278,-0.038330,-0.011814,0.006265,-0.105630,0.106288
1567333255.515000,0.093978,-0.134562,0.367032,-0.079541,-0.007682,-0.026218,-0.014472,0.006087,-0.106605,0.107583
1567333255.548000,0.093870,-0.134577,0.367005,-0.076494,-0.012087,-0.014108,-0.017031,0.005764,-0.107184,0.108528
1567333255.581000,-0.143166,0.193146,0.084648,-0.077360,-0.011085,-0.006659,-0.019553,0.005386,-0.107442,0.109207
1567333255.614000,0.036192,-0.050861,0.398049,-0.079180,-0.008702,0.001301,-0.022121,0.005063,-0.107450,0.109703
1567333255.647000,0.040895,0.126131,0.134822,-0.077963,-0.007424,0.010088,-0.024699,0.004801,-0.107184,0.109993
1567333255.680000,0.148472,-0.141905,0.331039,-0.074896,-0.007650,0.017768,-0.027207,0.004557,-0.106649,0.110065
1567333255.713000,0.100519,0.061464,0.137250,-0.070845,-0.008942,0.025488,-0.029599,0.004289,-0.105863,0.109923
1567333255.746000,0.055019,0.188339,0.003186,-0.068337,-0.004786,0.027797,-0.031882,0.004068,-0.104914,0.109651
1567333255.779000,0.102784,-0.098823,0.386033,-0.065793,-0.003275,0.034211,-0.034084,0.003940,-0.103824,0.109276
1567333255.812000,0.021299,0.025500,0.290320,-0.063807,-0.004451,0.045362,-0.036211,0.003819,-0.102447,0.108659
1567333255.845000,0.095351,0.020766,0.240112,-0.061943,-0.003654,0.054104,-0.038276,0.003692,-0.100745,0.107771
1567333255.878000,0.188627,-0.185103,0.316708,-0.057320,-0.006333,0.063282,-0.040234,0.003534,-0.098750,0.106632
1567333255.911000,0.085675,0.145058,0.079788,-0.052857,-0.006961,0.069814,-0.042043,0.003321,-0.096498,0.105259
1567333255.944000,0.128649,-0.043946,0.197086,-0.049385,-0.005260,0.074373,-0.043723,0.003127,-0.094066,0.103731
1567333255.977000,0.032861,-0.101444,0.218577,-0.046784,-0.007628,0.081221,-0.045303,0.002922,-0.091448,0.102055
1567333256.010000,0.147626,-0.113441,0.340687,-0.043871,-0.011142,0.090439,-0.046793,0.002620,-0.088568,0.100169
1567333256.043000,0.070968,-0.094352,0.273727,-0.040330,-0.014539,0.100567,-0.048177,0.002205,-0.085372,0.098027
1567333256.076000,0.181032,0.027706,0.098995,-0.036238,-0.015609,0.106708,-0.049437,0.001716,-0.081909,0.095672
1567333256.109000,0.219217,-0.099130,0.225918,-0.029701,-0.016757,0.112060,-0.050522,0.001190,-0.078259,0.093150
1567333256.142000,-0.003354,0.123346,0.055996,-0.026206,-0.016328,0.116703,-0.051443,0.000653,-0.074446,0.090491
1567333256.175000,0.044448,-0.003492,0.139774,-0.025595,-0.014321,0.119925,-0.052297,0.000157,-0.070507,0.087785
1567333256.208000,0.085094,0.051484,0.290533,-0.023525,-0.013501,0.127018,-0.053108,-0.000293,-0.066399,0.085025
1567333256.241000,0.137708,0.185403,0.051284,-0.019917,-0.009564,0.132651,-0.053826,-0.000664,-0.062083,0.082168
1567333256.274000,0.202192,-0.020381,0.163802,-0.014376,-0.006814,0.136194,-0.054395,-0.000924,-0.057618,0.079238
1567333256.307000,0.106438,0.058520,0.025075,-0.009351,-0.006158,0.139306,-0.054790,-0.001129,-0.053045,0.076261
1567333256.340000,0.084924,-0.140108,0.266749,-0.006261,-0.007477,0.144117,-0.055052,-0.001343,-0.048344,0.073266
1567333256.373000,0.113624,-0.049244,0.139989,-0.003053,-0.010576,0.150825,-0.055212,-0.001631,-0.043454,0.070261
1567333256.406000,0.082409,0.120563,0.046769,0.000115,-0.009374,0.153904,-0.055267,-0.001949,-0.038405,0.067301
1567333256.439000,0.324116,-0.106801,0.207052,0.006755,-0.009122,0.158091,-0.055162,-0.002244,-0.033237,0.064402
1567333256.472000,0.108740,0.189901,-0.111130,0.013831,-0.007726,0.159674,-0.054832,-0.002511,-0.027976,0.061556
1567333256.505000,0.142161,-0.128372,0.125842,0.017904,-0.006687,0.159917,-0.054318,-0.002738,-0.022687,0.058866
1567333256.538000,0.063201,-0.032707,0.078031,0.021227,-0.009322,0.163283,-0.053684,-0.002991,-0.017339,0.056415
1567333256.571000,0.024943,0.101203,0.018255,0.022616,-0.008169,0.164876,-0.052973,-0.003268,-0.011911,0.054296
1567333256.604000,0.123001,-0.195498,0.214532,0.024993,-0.009703,0.168721,-0.052201,-0.003552,-0.006395,0.052591
1567333256.637000,0.060821,-0.030502,0.121218,0.027962,-0.013410,0.174266,-0.051342,-0.003922,-0.000724,0.051347
1567333256.670000,0.094260,0.098698,-0.022305,0.030457,-0.012264,0.175905,-0.050394,-0.004334,0.005063,0.050648
1567333256.703000,0.032088,0.160821,-0.163476,0.032480,-0.007961,0.172848,-0.049372,-0.004656,0.010826,0.050545
1567333256.736000,0.063180,-0.121565,0.044765,0.033990,-0.007294,0.170898,-0.048293,-0.004896,0.016506,0.051036
1567333256.769000,0.111044,-0.107300,0.049614,0.036804,-0.011051,0.172466,-0.047144,-0.005186,0.022178,0.052100
1567333256.802000,0.022502,0.175078,-0.168049,0.038949,-0.009914,0.170523,-0.045914,-0.005520,0.027843,0.053696
1567333256.835000,0.259445,-0.104956,0.075983,0.043542,-0.008738,0.169017,-0.044573,-0.005816,0.033451,0.055729
1567333256.868000,0.182873,-0.049995,0.042585,0.050783,-0.011277,0.170987,-0.043038,-0.006134,0.039066,0.058124
1567333256.901000,0.046484,0.134216,-0.220585,0.054512,-0.009871,0.168065,-0.041324,-0.006471,0.044664,0.060848
1567333256.934000,0.154185,-0.234373,0.088070,0.057768,-0.011507,0.165894,-0.039494,-0.006812,0.050178,0.063856
1567333256.967000,-0.058691,0.095761,-0.182262,0.059290,-0.013778,0.164357,-0.037587,-0.007217,0.055630,0.067138
1567333257.000000,-0.003645,-0.023937,-0.107989,0.058209,-0.012578,0.159585,-0.035673,-0.007640,0.060978,0.070646
1567333257.033000,0.168690,-0.064594,-0.050585,0.060882,-0.014024,0.156988,-0.033734,-0.008066,0.066204,0.074303
1567333257.066000,0.053890,0.198560,-0.244332,0.064505,-0.011799,0.152141,-0.031692,-0.008480,0.071307,0.078032
1567333257.099000,0.053928,0.129071,-0.239496,0.066237,-0.006379,0.144178,-0.029562,-0.008768,0.076199,0.081732
1567333257.132000,-0.072929,0.219920,-0.296935,0.065877,-0.000608,0.135347,-0.027410,-0.008871,0.080813,0.085335
1567333257.165000,0.178360,-0.158185,-0.016929,0.067572,0.000423,0.130190,-0.025236,-0.008862,0.085196,0.088856
1567333257.198000,-0.015373,0.157629,-0.272956,0.070218,0.000426,0.125429,-0.022992,-0.008836,0.089416,0.092325
1567333257.231000,0.147367,-0.151143,-0.110243,0.072355,0.000545,0.119129,-0.020669,-0.008807,0.093454,0.095712
1567333257.264000,0.121135,-0.098541,-0.105419,0.076745,-0.003564,0.115593,-0.018239,-0.008845,0.097330,0.099024
1567333257.297000,0.023023,0.222077,-0.385383,0.079086,-0.001515,0.107518,-0.015698,-0.008917,0.101014,0.102226
1567333257.330000,0.068580,-0.153676,-0.033606,0.080561,-0.000376,0.100628,-0.013095,-0.008936,0.104451,0.105269
1567333257.363000,0.037550,0.013762,-0.234632,0.082278,-0.002675,0.096225,-0.010440,-0.008974,0.107703,0.108208
1567333257.396000,-0.091644,0.094999,-0.225014,0.081353,-0.000872,0.088664,-0.007772,-0.009020,0.110757,0.111030
1567333257.429000,-0.038922,0.171528,-0.411631,0.079168,0.003534,0.078183,-0.005155,-0.008964,0.113514,0.113631
1567333257.462000,0.030571,-0.046240,-0.215399,0.079001,0.005610,0.067860,-0.002577,-0.008802,0.115929,0.115957
1567333257.495000,0.095161,-0.110927,-0.150873,0.081048,0.003024,0.061839,0.000031,-0.008647,0.118074,0.118074
1567333257.528000,-0.122482,0.185762,-0.447529,0.080572,0.004266,0.051987,0.002665,-0.008515,0.119958,0.119987
1567333257.561000,-0.036313,-0.154100,-0.110189,0.077929,0.004795,0.042807,0.005248,-0.008354,0.121528,0.121641
1567333257.594000,-0.043405,0.063547,-0.167570,0.076592,0.003307,0.038244,0.007765,-0.008208,0.122872,0.123117
1567333257.627000,-0.062460,0.185579,-0.435601,0.074825,0.007423,0.028312,0.010230,-0.008019,0.123978,0.124399
1567333257.660000,0.019004,-0.154283,-0.079148,0.074090,0.007944,0.019838,0.012655,-0.007754,0.124780,0.125420
1567333257.693000,-0.079090,0.245277,-0.481144,0.073083,0.009451,0.010612,0.015051,-0.007455,0.125291,0.126192
1567333257.726000,-0.071860,0.127928,-0.383004,0.070578,0.015613,-0.003630,0.017388,-0.007030,0.125415,0.126615
1567333257.759000,0.088550,-0.343539,-0.076771,0.070841,0.012059,-0.011200,0.019690,-0.006562,0.125180,0.126719
1567333257.792000,-0.129086,0.132610,-0.433372,0.070161,0.008582,-0.019602,0.021984,-0.006209,0.124682,0.126605
1567333257.825000,0.033679,-0.046913,-0.172549,0.068578,0.009999,-0.029587,0.024241,-0.005891,0.123881,0.126230
1567333257.858000,-0.114622,0.323913,-0.543475,0.067236,0.014572,-0.041389,0.026451,-0.005474,0.122721,0.125539
1567333257.891000,-0.035605,0.084569,-0.273146,0.064751,0.021314,-0.054854,0.028597,-0.004871,0.121145,0.124474
1567333257.924000,-0.040239,0.005564,-0.311435,0.063496,0.022803,-0.064491,0.030683,-0.004132,0.119188,0.123074
1567333257.957000,-0.159806,0.204087,-0.455051,0.060194,0.026264,-0.077131,0.032693,-0.003311,0.116864,0.121351
1567333257.990000,0.012472,-0.257769,-0.012428,0.057762,0.025379,-0.084840,0.034609,-0.002447,0.114204,0.119333
1567333258.023000,-0.128572,-0.049734,-0.235091,0.055848,0.020306,-0.088922,0.036455,-0.001682,0.111351,0.117166
1567333258.056000,-0.039944,0.211062,-0.388228,0.053070,0.022968,-0.099206,0.038223,-0.000957,0.108261,0.114810
1567333258.089000,-0.047128,-0.193426,-0.093987,0.051638,0.023259,-0.107165,0.039922,-0.000183,0.104870,0.112212
1567333258.122000,-0.047055,-0.193487,-0.094047,0.050090,0.016874,-0.110271,0.041573,0.000491,0.101297,0.109496
1567333258.155000,-0.168977,0.246770,-0.438714,0.046533,0.017752,-0.119069,0.043140,0.001073,0.097527,0.106643
1567333258.188000,0.008204,-0.267748,-0.003265,0.043889,0.017404,-0.126370,0.044606,0.001664,0.093492,0.103588
1567333258.221000,-0.152063,-0.023721,-0.213879,0.041525,0.012593,-0.129965,0.045989,0.002171,0.089278,0.100427
1567333258.254000,-0.235741,0.069479,-0.190018,0.035138,0.013346,-0.136643,0.047229,0.002610,0.084894,0.097147
1567333258.287000,0.037052,-0.282248,0.025266,0.031872,0.009833,-0.139379,0.048310,0.003003,0.080355,0.093759
1567333258.320000,-0.065750,-0.052637,-0.180548,0.031412,0.004305,-0.141960,0.049331,0.003248,0.075728,0.090378
1567333258.353000,0.027678,-0.179498,-0.022733,0.030799,0.000471,-0.145337,0.050335,0.003338,0.071002,0.087034
1567333258.386000,-0.230659,0.148278,-0.295627,0.027466,-0.000048,-0.150615,0.051274,0.003356,0.066134,0.083682
1567333258.419000,-0.166064,-0.165301,-0.042003,0.020937,-0.000332,-0.156214,0.052052,0.003360,0.061086,0.080255
1567333258.452000,-0.173157,0.035675,-0.195258,0.015358,-0.002476,-0.160160,0.052630,0.003325,0.055880,0.076762
1567333258.485000,-0.187409,0.124169,-0.262312,0.009428,0.000157,-0.167744,0.053020,0.003298,0.050483,0.073209
1567333258.518000,-0.017494,-0.230107,0.048679,0.006067,-0.001596,-0.171306,0.053257,0.003285,0.044902,0.069660
1567333258.551000,-0.134620,0.193382,-0.300710,0.003578,-0.002207,-0.175504,0.053398,0.003234,0.039192,0.066237
1567333258.584000,-0.211148,0.092804,-0.197914,-0.002106,0.002509,-0.183775,0.053406,0.003250,0.033276,0.062924
1567333258.617000,-0.069969,-0.091424,0.012559,-0.006722,0.002526,-0.186879,0.053244,0.003344,0.027171,0.059777
1567333258.650000,-0.175135,0.049635,-0.128732,-0.010743,0.001830,-0.188845,0.052941,0.003427,0.020982,0.056948
1567333258.683000,-0.065045,-0.137045,0.055460,-0.014683,0.000381,-0.190106,0.052508,0.003475,0.014739,0.054537
1567333258.716000,-0.151090,0.243394,-0.224594,-0.018225,0.002128,-0.192952,0.051951,0.003527,0.008427,0.052630
1567333258.749000,0.016464,-0.261609,0.162990,-0.020422,0.001820,-0.194026,0.051301,0.003604,0.002050,0.051342
1567333258.782000,-0.112732,-0.019933,-0.049984,-0.021985,-0.002833,-0.192222,0.050590,0.003598,-0.004317,0.050774
1567333258.815000,-0.153376,0.154666,-0.143413,-0.026351,-0.000618,-0.195477,0.049782,0.003553,-0.010709,0.050921
1567333258.848000,-0.024071,-0.180387,0.181903,-0.029253,-0.001051,-0.194909,0.048855,0.003537,-0.017146,0.051777
1567333258.881000,-0.165235,0.049227,0.014339,-0.032351,-0.003224,-0.191740,0.047830,0.003478,-0.023523,0.053301
1567333258.914000,-0.100559,-0.041738,0.038202,-0.036711,-0.003110,-0.190945,0.046683,0.003384,-0.029836,0.055403
1567333258.947000,-0.057458,-0.216451,0.203284,-0.039292,-0.007380,-0.187036,0.045421,0.003223,-0.036073,0.058003
1567333258.980000,-0.160281,0.168698,-0.086268,-0.042859,-0.008177,-0.185183,0.044060,0.002978,-0.042217,0.061021
1567333259.013000,-0.097962,-0.013173,0.155311,-0.047094,-0.005622,-0.184123,0.042570,0.002762,-0.048314,0.064393
1567333259.046000,-0.188921,0.127888,0.045226,-0.051802,-0.003739,-0.180897,0.040934,0.002619,-0.054343,0.068035
1567333259.079000,-0.030891,-0.144890,0.325056,-0.055403,-0.004031,-0.174872,0.039161,0.002503,-0.060220,0.071834
1567333259.112000,-0.033299,-0.046878,0.219783,-0.056436,-0.007206,-0.165970,0.037313,0.002329,-0.065853,0.075689
1567333259.145000,-0.052379,0.099088,0.057046,-0.057824,-0.006357,-0.161492,0.035425,0.002117,-0.071267,0.079586
1567333259.178000,-0.030762,-0.102003,0.207733,-0.059171,-0.006417,-0.157214,0.033493,0.001918,-0.076539,0.083547
1567333259.211000,-0.136044,0.156349,0.033040,-0.061898,-0.005532,-0.153335,0.031495,0.001733,-0.081678,0.087540
1567333259.244000,-0.155127,0.007921,0.210016,-0.066678,-0.002835,-0.149420,0.029373,0.001607,-0.086691,0.091532
1567333259.277000,-0.061728,-0.016060,0.231562,-0.070232,-0.002982,-0.142231,0.027115,0.001523,-0.091523,0.095455
1567333259.310000,-0.121509,0.208852,0.121408,-0.073231,0.000186,-0.136505,0.024748,0.001489,-0.096144,0.099278
1567333259.343000,0.055539,-0.056764,0.238675,-0.074296,0.002681,-0.130664,0.022316,0.001549,-0.100576,0.103022
1567333259.376000,-0.099957,0.098718,0.083125,-0.075006,0.003360,-0.125456,0.019855,0.001661,-0.104828,0.106692
